,Title,Generation,
495,One dead in suicide bomb attack near US embassy in Tunisia,"['One person was killed and several injured in a suicide bomb attack near the US embassy in Tunis on Wednesday.  At least one person was killed and several others were injured Sunday when a suicide bomber detonated an explosives-laden vehicle at a checkpoint near the United States embassy in Tunis.  The US State Department said in a statement that the casualty toll could rise, and appealed for anyone with information about the attack to come forward.  The embassy said it was assessing the situation.   Tunisian security forces cordoned off the area where the blast occurred and used a bulldozer to pull away twisted metal and debris to reveal the bomber's remains.  Tunis, Tunisia: At least one person has been killed and several others wounded in a suicide bomb attack near the US embassy in Tunis.  The explosion happened at around 10.30am local time on Wednesday, just metres away from the embassy's security perimeter.  ""We can confirm one dead and several wounded after a suicide bomb attack near the US embassy in Tunis,"" a US embassy spokesperson said in a statement.  According to local media reports, the attacker appears to have deliberately detonated their explosives near the embassy compound.  No group has yet claimed responsibility for the attack.']",
496,Nigeria says it is ready and more than capable of dealing with coronavirus,"['Nigeria has said it is ready and more than capable of dealing with the coronavirus, which has killed dozens of people in the Middle East and Europe. ""We are fully prepared to deal with the virus,"" President Muhammadu Buhari's spokesperson Garba Shehu told reporters on Wednesday. ""We have the resources, we have the people and we have the will.""  Nigeria said on Thursday it was ready and more than capable of dealing with the coronavirus, which has killed more than 30 people in the Gulf country.  “Nigeria is fully prepared and capable of dealing with this virus,” Ministry of Health spokesman Dr. Ibrahim Shehu said in a statement.  The ministry said it had screeners and laboratories to deal with the virus.  The World Health Organization (WHO) is concerned that the coronavirus could become a global pandemic.  Nigeria's health minister, Onyebuchi Chukwu, has said that the country is ready and more than capable of dealing with the coronavirus, which has killed more than a thousand people in the Middle East and Africa.  Speaking at a press conference in Abuja on Wednesday, Chukwu said that, while the country was still in the process of reaching an understanding of the virus, it was ""fully prepared to confront this global menace"".  He added that the government had put in place a range of measures to prevent the spread of the virus, including setting up isolation wards and surveillance centres.  Chukwu also said that Nigeria was in touch with the global health community and was ""collaborating fully"" with them.  The minister warned against rushing to find a quick solution to the virus and said that a comprehensive response was needed.  Nigeria has reported at least 1,094 confirmed cases of the coronavirus, including 155 deaths.']",
497,Lesotho Prime Minister in surprise court appearance as lawyers seek immunity,"['Monday, February 5, 2016 - Prime Minister Thomas Thabane was surprised at the Special Court in Maseru on Sunday when his lawyers asked for immunity from prosecution. Thabane is one of six suspects in the murder of former prime minister Pakalitha Mosisili in March 2014.  Thabane told reporters outside the court that his lawyers had asked for the right to remain anonymous and not to be confronted by the prosecution. He said he would not respond to the prosecution's allegations until he had had the opportunity to review the legal papers.  Thabane's unexpected appearance in court comes as the government faces mounting calls for his resignation. The opposition United Democratic Front (UDF) has called for a no-confidence vote in the government, alleging that Thabane is not Following in the footsteps of his predecessor, Mosisili.  Masisili's murder has raised questions about the safety of opposition politicians in Lesotho. The former prime minister's body has not been found and his family has said they believe he was killed.  The Prime Minister of Lesotho appeared in a surprise court hearing on Friday as lawyers sought immunity for him from prosecution.  Tom Thabane, who took office in March, appeared at the High Court in Maseru to answer complaints of electoral fraud.  Lawyers for opposition parties asked the court to grant Thabane immunity from prosecution in order to allow him to face the allegations openly.  But the judge, Dali Mphoko, said the prime minister had to answer the allegations in open court.  Thabane's appearance in court comes a week after his party was defeated in parliamentary elections.  The results of the vote are being contested.  While in office, Thabane has been plagued by allegations of financial mismanagement and unpopular policies.']",
498,Dutch government returns stolen 18th-century 'precious crown' to Ethiopia,"['The government of the Netherlands has returned a precious 18th-century crown that had been stolen from Ethiopia. The crown was part of a collection of antiquities that had been seized from smugglers in the Ethiopian capital, Addis Ababa, in 2008.  The Netherlands has returned a stolen 18th-century “precious crown” to Ethiopia.  The object was stolen from the National Museum of Ethiopia in 1998 and was recovered by police in The Hague in December.  It is made from gold, rubies and emeralds and is thought to be worth around $1 million.  The Ethiopian ambassador to the Netherlands, Kedir Boshe, said the crown was “a symbol of Ethiopia’s history and civilisation”.  The Ethiopian National Museum says it was one of more than 80 objects stolen from the museum in 1998.  The crown was returned after police received a tip-off from a member of the public.  The Dutch government has returned a stolen 18th-century 'precious crown' to Ethiopia.  The crown, which is made of gold and jewels, was taken from an Ethiopian palace in the 1970s.  A team of Dutch police officers and diplomats travelled to Addis Ababa to hand the item over.  The crown is one of only a few pieces of Royal Ethiopian Jewellery still in existence.']",
499,Here are the African countries with confirmed coronavirus cases,"[':  Nigeria Senegal Cameroon Chad Ivory Coast Gambia  Liberia Zambia The list of coronavirus cases continues to grow and is expected to continue to grow. Stay informed on the latest updates by visiting the CDC coronavirus website.  Angola, Benin, Botswana, Burundi, Cameroon, Chad, Congo, Côte d'Ivoire, Ethiopia, Gambia, Ghana, Guinea, Kenya, Liberia, Nigeria, Sierra Leone, Somalia, Togo, Uganda, Zimbabwe:  Gabon Guinea Liberia Nigeria Sierra Leone The coronavirus has also been detected in a number of other countries, but has not yet been confirmed as a case.:  Cuba Democratic Republic of the Congo Equatorial Guinea Guinea Liberia Nigeria South Sudan Sudan Zambia:  Nigeria: 11  Cameroon: 5  Central African Republic: 1  Chad: 1  Angola: 1  South Africa: 1  Nigeria Sierra Leone Guinea Liberia Angola  Cameroon  There is still much to learn about coronavirus and its potential to cause serious global health concerns. As more information is gathered, we will continue to update this list as appropriate.  Ghana, Guinea, Liberia, Sierra Leone, Nigeria, Senegal, and Togo are all countries that have confirmed coronavirus cases.  There are currently seven cases of coronavirus disease confirmed globally, including three cases in Africa. The cases in Africa include two cases in Nigeria and one case in Ghana. The other cases are in Saudi Arabia, the United States, and Britain.']",
500,African countries at severe risk if outbreaks aren't detected early,"['South Africa, Zimbabwe, Kenya, Tanzania, and Uganda are all countries at severe risk if outbreaks aren't detected early, according to the World Health Organization (WHO). The WHO warns that the explosive growth of the mosquito population, along with increasingly warm and humid weather, is making the spread of the virus easier and more likely.  Early diagnosis and treatment of illnesses caused by the Zika virus are key to preventing serious health complications, including Guillain-Barré syndrome, which can be fatal. The WHO recommends that pregnant women travel to areas where the Zika virus is spreading, but warns that there is no guarantee that the virus will not be present in these areas.  In order to help ensure outbreaks are detected early and stopped before they become a global pandemic, the World Health Organization (WHO) has published a report outlining the severe risks posed by Ebola in African countries.  The report states that if a global pandemic were to breakout from the current Ebola outbreak in West Africa, it could quickly spread throughout the region, with serious consequences for public health and social stability.  The WHO has identified three African countries as the most at risk: Liberia, Sierra Leone, and Guinea. All three countries have fragile health systems and lack the resources to deal with a pandemic on their own.  If an outbreak is not detected and managed quickly, it could cause large numbers of casualties, cause social instability, and disrupt economic activity. WHO is urging all countries in Africa to closely monitor the situation and take action if a pandemic is detected.']",
501,Patient who 'absconded' Zimbabwe hospital tests negative for coronavirus,"['A patient who ""absconded"" from a hospital in Zimbabwe is negative for coronavirus, health officials said on Wednesday.  The patient, a woman in her 60s, disappeared from the country's biggest hospital on Monday, according to the health ministry.  A search was launched and the patient was found on Tuesday night ""safe and well"" in another part of the country, ministry spokesman Robert Chiponda said.  Coronavirus is a highly contagious virus that can cause severe respiratory illness, including pneumonia. It has killed more than 1,500 people in Africa this year.  A patient who was reported to have ""absconded"" from a Zimbabwe hospital has tested negative for the coronavirus, according to the country's health minister.  A patient who ""absconded"" from a Zimbabwe hospital tests negative for the coronavirus, the country's health minister says.  Dr. Aaron Motsoaledi told The Associated Press on Wednesday that the patient, who had a fever and was coughing, was admitted to a hospital in the capital, Harare, on Feb. 8.  He said the patient tested negative for the virus on Wednesday.  Zimbabwe has seen a surge in cases of the virus since last year, with more than 450 people infected and 140 fatalities.  Coronavirus is a highly contagious virus that can cause severe respiratory illness in humans.']",
502,They were sent to a shelter for safety. Instead,"[', they were sexually assaulted and repeatedly raped  The two young girls were sexually assaulted and repeatedly raped at a shelter for girls in Texas, according to a report from the Houston Chronicle.  The girls, who are both under the age of 18, were sent to the shelter in May after being removed from their homes due to abuse or neglect. But instead of being provided with the safety and security they needed, the girls were subjected to a series of sexual assaults by unknown assailants.  The case has caused outrage in the state of Texas, where lawmakers are now considering legislation that would toughen penalties for perpetrators of child sexual abuse., they were adopted by a loving family.  The story of a dog and a cat who were abandoned together and, through perseverance and 2,000 miles of travel, ended up being adopted by a family in Oregon.  The dog, named Cody, found himself at a shelter in Phoenix after being dumped by his previous owner. The cat, named Mama, had been abandoned by her previous owner when they moved.  Despite being from different backgrounds, the two had the same dream: to find a family who would love and care for them.  After several attempts and thousands of miles of travel, the two finally found each other and were adopted by a family in Oregon. Cody and Mama now live happily together and are loved by their new family.']",
503,US comedian Steve Harvey gives Kenyan artist a boost after viral drawing,"['Steve Harvey, the American comedian and talk show host, has given Kenyan artist, Emile Okoye, a boost after Okoye's viral drawing of Harvey that went viral on social media.  In a video of Harvey listening to Okoye's story, Harvey says ""I love it"" and ""You got skills"" before giving Okoye a $10,000 donation to help him continue his work.  Steve Harvey has been credited with giving Kenyan artist David Kiplagat a boost after the artist's viral drawing of him and his daughter.  Kenyan artist Sophie Kimani drew a caricature of comedian Steve Harvey, which quickly went viral on social media.  Kimani told NBC News she started drawing Harvey last month as a way to cope with the suicide of her friend.  ""I wanted to make him happy, because he always makes people happy,"" Kimani said.  Harvey tweeted about the drawing and praised Kimani, saying ""I love this girl"" and ""art is a powerful tool.""  https://twitter.com/IAmSteveHarvey/status/1059274503895527392  Steve Harvey gives Kenyan artist a boost after viral drawing   Kenyan artist David Shepstone has drawn global attention with a brilliantly timed drawing of Steve Harvey which has now been viewed more than 12 million times on social media.  David Shepstone's drawing of Steve Harvey went viral after he posted it on Twitter on Sunday  The drawing has been widely praised for its clever timing and for highlighting the absurdity of racism.  David Shepstone, who is from Kenya but now lives in England, told the BBC that he has been drawing since he was a child, but this is the first time his work has gone viral.  ""I just wanted to show that racism still exists, and that it's not funny,"" he said.  ""It's just ignorant and ridiculous. That's all I wanted to achieve.""  Steve Harvey has come under fire in recent months for making racist comments  Steve Harvey has come under fire in recent months for making racist comments  David Shepstone's drawing of Steve Harvey went viral after he posted it on Twitter on Sunday  The drawing has been widely praised for its clever timing and for highlighting the absurdity of racism  David Shepstone, who is from Kenya but now lives in England, told the BBC that he has been drawing since he was a child, but this is the first time his work has gone viral.  ""I just wanted to show that racism still exists, and that it's not funny,"" he said.  ""It's just ignorant and ridiculous. That's all I wanted to achieve.""']",
504,She became pregnant at the age of 12. Now,"['she has a one-year-old baby.  A woman became pregnant at the age of 12. She has a one-year-old baby. 18 she is giving birth to her first child.  This is an incredibly difficult time for her, as the birth of her child is a new and daunting experience. She is excited to be having her first child, but is also very scared and apprehensive about the coming months. she is 33 and the father is 25.  She should be able to get child support from the father., at the age of 22, she has a three-year-old daughter.  She has experienced challenges in her life, including experiencing abuse as a child.  She is currently homeless and struggling financially.  She is a single mother who needs assistance with everything from finding safe and affordable housing to accessing medical and mental health services for her daughter.  She needs assistance to support her daughter and provide for her basic needs.  Please contribute to her assistance fund to help her meet these needs., four years later, she is 16 and the father of her child.  Should she tell her child about their parent's past?  There is no easy answer to this question. On one hand, it may be important for your child to know about the circumstances of their parent's birth. On the other hand, it may be difficult for them to understand and cope with the emotion and stigma that may come with this information. Ultimately, it is up to the individual mother to decide what is best for their child.']",
505,Makoko: Nigeria's floating slum goes digital,"['Makoko is a floating slum in Lagos, Nigeria. It is home to an estimated 100,000 residents who were forced to flee their homes in the wake of the Nigerian civil war. Now, thanks to a new digital project, the residents of Makoko are able to access education, healthcare, and other essential services from any computer in the world.  The Makoko Digital Project was developed in partnership with the World Bank, Google, and Microsoft. It allows residents of Makoko to access education, healthcare, and other essential services from any computer in the world. The project also aims to help the residents of Makoko build a digital economy and increase their access to information and resources.  So far, the Makoko Digital Project has helped more than 10,000 residents access education, healthcare, and other essential services. It is also helping the residents of Makoko build a digital economy and increase their access to information and resources.  Makoko: Nigeria's floating slum goes digital  Makoko: Nigeria's floating slum goes digital  Photos by Ben Curtis  When the sun sets, the streets of Makoko turn into a dark labyrinth. The only light comes from the beacons of electronic gadgets that line the gutters like fluorescent flowers.  Makoko is a floating slum on the outskirts of Lagos, Nigeria. For more than two decades, it's been home to some of Nigeria's poorest and most vulnerable citizens, many of whom are fishermen.  But in recent years, Makoko has started to transform. Young adults are starting businesses and using technology to engage with the wider world.  ""Before, the community just used to sit around and talk,"" said Tendai Biti, one of Makoko's residents and the founder of the nonprofit organization Movement for Change. ""Now we use technology to connect with each other and the world.""  Makoko is one of dozens of slums that have sprung up around Lagos in recent years, as Nigeria's population has ballooned and the economy has improved. Unlike the densely populated neighborhoods of downtown Lagos, which are policed and monitored, the slums are largely self-governing.  This has created a fertile ground for entrepreneurship and innovation, something that has come in handy as Makoko has started to face some challenges.  For years, Makoko's fishermen have been struggling to find a place to fish in the city's expanding waters. In response, Biti and his colleagues have started a fleet of digital boats that provide surveillance of the harbor and mapping services to fishermen.  ""We're not just talking about mapping, we're talking about data analysis,"" Biti said.  Makoko is also hoping to benefit from Nigeria's digital revolution. In January, the village became the first in Nigeria to be fully connected to the internet.  ""Now we can communicate with the outside world, and that's really important,"" Biti said. ""We want to learn from the outside world, and we want to share our experience with the outside world.""  Biti and others in Makoko are using technology to break away from traditional patterns of behavior and engage with the world in new ways. They're using technology to']",
506,Bollywood and Nollywood collide in a tale of a big fat Indian-Nigerian wedding,"['.  When Bollywood superstar Ranveer Singh and Nigerian beauty Nollywood megastar Omotoluwa Abiola tie the knot, their families turn their backs on tradition to celebrate their love. As the ceremony progresses, tensions mount and the guests start mixing like never before. With laughter and tears, the two cultures come together in a riot of colour and sound.  Told through the eyes of the funny and familiar characters who attend the wedding, Big Fat Indian Wedding is an entertaining take on one of the world’s biggest cultural clashes.  Since the two industries started to merge in the early 2000s, Bollywood and Nollywood films have become a popular cinematic experience for fans in Africa and around the world. In this tale, a big fat Indian-Nigerian wedding is the backdrop for a crossover of the two industries.  When the big fat Indian-Nigerian wedding is underway, Bollywood and Nollywood stars from both countries descend on the small town to participate in the festivities. The wedding reception is a spectacle of color and culture, and the movie stars are in high demand.  As the night wears on, the stars start to get a little too loose. They start brawling and setting off fireworks in the street. The police are called to break up the party, but it's already too late. The once orderly wedding reception has turned into a chaotic free-for-all.']",
507,South Africans in Wuhan lockdown call for evacuation,"['Residents of the city of Wuhan in the central province of Hubei in China are calling for an evacuation amid reports of a lockdown.  According to the South African embassy in Beijing, a ""mass panic"" is unfolding in the city after reports of a gunman on the loose.  The embassy has urged South African citizens in the city to ""exchange information, stay in touch with loved ones, and follow the instructions of local authorities.""  A photo circulating on social media purportedly shows a lockdown in effect in the city.  Updated at 10:10 p.m. SAST:  Wuhan authorities have released a statement confirming that a lockdown is in effect in the city and urging residents to stay calm.  The statement also said that the lockdown is ""due to an incident that is currently under control.""  The South African embassy in Beijing has also released a statement confirming the lockdown and urging South African citizens in the city to follow the instructions of local authorities.  The Johannesburg-based South African Press Association has called for the evacuation of South Africans in the city of Wuhan in China following the outbreak of a pandemic. The Association said on Wednesday that the South Africans should leave China as soon as possible because of the risk of the virus spreading further.  According to Xinhua, the South African Embassy in Beijing said on Tuesday that there are around 100 South Africans in China who are at risk of contracting the disease. The embassy has not yet announced whether any of the South Africans have contracted the virus.  South Africa’s Department of Home Affairs said in a statement on Tuesday that it is working closely with the Chinese government to ensure that the South Africans are safe. The department said that it has set up a contact centre to help the South Africans in China contact their families back in South Africa.  The Associated Press has reported that the Chinese authorities have closed many schools in the city of Wuhan and are warning people to stay home. The AP has also reported that the Chinese authorities have put up warning signs in the city about the dangers of the virus.  The Wuhan lockdown is the latest in a series of similar scare stories in China in the past few weeks. Earlier this month, the Chinese authorities evacuated more than 10,000 people from the city of Qingdao after a report emerged that a man had died from the virus there. And earlier this month, the Chinese authorities evacuated more than 8,000 people from the city of Chongqing after a man there died from the virus.']",
508,Caught between roadblocks,"['A blocked road is a major frustration for drivers. It's often the result of an emergency or construction, and can cause major delays.  If you're caught in a traffic jam, be patient. The best thing to do is to stay in your car and wait for the traffic to move. If that's not possible, try to find an exit and walk. If that's still not possible, consider using public transportation or carpooling.  We're caught between roadblocks. The first roadblock is that we don't have enough money. The second roadblock is that we don't have enough manpower.  In China, there are frequent roadblocks erected by the authorities to control the movement of people and goods. This creates significant logistical challenges and can be frustrating for those who are trying to travel.   When someone is caught between two roadblocks, they are unable to move forwards or backwards. This can be a problem because it means that the person is unable to do anything.  Many small businesses find themselves caught in the crossfire of regulations and protests from environmental groups. These groups typically demand stricter environmental regulations in exchange for limiting their potential damage to the environment. Businesses typically find that they cannot afford to meet the environmental standards demanded by these groups, which compounds the problem.  Lack of investment  Some experts argue that the primary reason small businesses struggle is because of a lack of available investment. Large businesses can typically afford to invest in new technology and other growth initiatives, which can help them stay ahead of the competition. This is not the case for many small businesses, which often find that they must depend on older technologies and methods in order to stay afloat.  Lack of skills  Another common challenge that small businesses face is a lack of skills within their employees. Many small businesses are started by individuals who have a great deal of personal experience in their field, but few employees have the requisite skills to help run the business effectively. This can lead to operational problems and a lack of growth.  Lack of resources  Finally, many small businesses find that they do not have the resources necessary to compete in the market. Many small businesses do not have the purchasing power or the distribution channels that are available to larger businesses. This can make it difficult for these businesses to compete on a level playing field, which can lead to a lack of success.']",
509,This South African pilot is on a mission to change the face of aviation in Africa,"['In 2013, South African pilot, Dr. Johan Burger, became the first African to be certified as a professional pilot in the European Union. Burger is passionate about the potential for aviation in Africa, and believes that it can play a key role in development.   burger has helped to establish the African Aviation Academy in Johannesburg, which provides vocational training and education in air traffic control and aviation safety. He is also involved in charitable work, providing free medical assistance to children in need on the continent.  Burger is determined to transformative the impact of aviation in Africa, and believes that it can play a key role in economic growth and social progress. He is a tireless advocate for the industry, and believes that aviation can be a powerful force for social good.  South African pilot and businesswoman, Nhlanhla Nene, is using her aviation expertise to improve the way African countries do business and access essential services.  Nene is the founder and CEO of African Sky Mediators, a South African company that offers aviation services and consulting to African countries. With more than 15 years of experience in the aviation industry, Nene is using her business acumen to help her countrymen achieve greater prosperity and access to essential services.  Nene is a champion of women in aviation  Nene is a champion of women in aviation and is committed to giving them the opportunity to develop their aviation skills. She is a member of the African Women Leaders Forum, an organization that supports and connects African women leaders from the private, public, and civil sectors.  Nene is also a member of the United Nations Global Compact, an international coalition of businesses and organizations that agree to abide by principles of social and environmental responsibility. Through her work with African Sky Mediators, Nene is helping her countrymen improve their economy and access essential services.']",
510,This designer is creating fashion prints from maths equations,"['This designer is creating fashion prints from maths equations that celebrate the beauty and mystery of mathematics.  Using the Fibonacci sequence as a starting point, this designer has created prints based on mathematical equations. Each print features a different Fibonacci sequence calculation, surrounded by a colourful border. This artwork is perfect for displaying in any room with a mathematically-inclined friend or family member!.  We all know that maths is a vital part of everyday life, and what better way to show your love for maths than by creating stylish and beautiful fashion prints from equations? This designer is on a mission to help people show their love for maths in a fun and fashionable way, and their prints are some of the most beautiful and interesting maths prints that you will ever see.  There are prints of equations written in different fonts and colors, and they look so fun and stylish that you will definitely want to add them to your collection. Some of the equations used in these prints include trigonometry, fractions, linear equations and more, and they are all printed on high-quality paper so that you can proudly display them in your home or office.  If you are a fan of maths and want to show your love for the subject in a fun and stylish way, then check out these prints from this designer. They are truly unique and you will love how they make maths feel more like a fun topic to discuss rather than something that is difficult and complex.']",
511,Senegal launches wind power plant as part of its commitment to renewable energy,"['Senegal announced the launch of a wind power plant as part of its commitment to renewable energy. The plant will be in the country’s southwest and is expected to generate around 100 megawatts of power.  Senegal has inaugurated a wind power plant, aimed at boosting its reliance on renewable energy. The plant, located in the capital Dakar, is the first of its kind in Senegal. The project was financed by the African Development Bank and the European Investment Bank.  Senegal has launched a wind power plant as part of its commitment to renewable energy.  The €120 million (£91 million) wind farm will have the capacity to produce 600 megawatts of electricity.  The plant is located in the southern town of Kedougou and will be operational by the end of the year.  Senegal is one of the countries in Africa with the most potential for wind power development.  The country has a strong wind resource and is home to some of the world's tallest wind turbines.  Senegal has launched a wind power plant as part of its commitment to renewable energy. The plant, which is located in the town of Dabol, will have a capacity of 120 megawatts.  October 6, 2016 - Senegal has officially launched a wind power plant as part of its commitment to renewable energy. The plant, which is expected to produce around 120 megawatts of electricity, is situated in the town of Goudel in the country's eastern region.    Senegal has been aleading country in the development of renewable energy, with wind power being one of the more popular options. The country also has a number of solar power plants in operation, as well as hydroelectric dams.']",
512,Expert view: Seven leading African photographers from across the continent,"['From Burkina Faso to Zambia, these photographers have captured some of Africa’s most striking landscapes and cities.  1. Souleymane Cissokho Burkina Faso 2. Ahmed Mohamed Tanzania 3. Mohamed Magdi Egypt 4. Ishmael Beah Liberia 5. Mathias Erben Zambia 6. Zakariyya Musa Malawi 7. Dawit Kebede  Ethiopia  Africa is home to some of the most talented photographers in the world, with each region boasting its own unique style. Here are seven of Africa's leading photographers.  1. Serge Theron  Serge Theron is a French photographer who has been working in Africa for over two decades. His work is known for its gritty and candid depictions of life in the continent, from war-torn Somalia to post-apartheid Johannesburg.  2. Dawit Addis  Dawit Addis is a passionate photographer who has spent the last two decades documenting the lives of the Ethiopian people. His images are often stark and confronting, painting a vivid picture of a country in flux.  3. Benjamin Lowy  Benjamin Lowy is a documentary photographer based in Cape Town. His work is known for its sensitive and intimate views of everyday life in South Africa, capturing people and places in a unique and intimate way.  4. Abdellatif Laabidi  Abdellatif Laabidi is a Moroccan photographer who is known for his stylish and vibrant images of the cityscape and street life in Morocco. His work has been exhibited around the world, and he has won awards for his photography both in Africa and abroad.  5. Ali Saeed  Ali Saeed is a street photographer from Baghdad, Iraq, who has been capturing the everyday life of his city and its people since the 2003 war. His dark and elegiac images are often featured in magazines and books, and he has also been awarded numerous prizes for his photography.  6. Lucia Pierre  Lucia Pierre is a Cape Town-based photographer who has been documenting the changing face of South Africa over the last two decades. Her images are often strikingly beautiful and emotive, capturing the beauty and sadness of African life in a unique and powerful way.  7. Pieter Hugo  Pieter Hugo is a South African photographer known for his award-winning portraits of the country's diverse inhabitants. His images are often portraits of suffering – of people in poverty or war – but they also have a wonderful beauty and serenity.']",
513,How architect Mariam Kamara is masterminding a sustainable future for Niger,"['Mariama Kamara is, without a doubt, an architect of the future. Kamara is the founder and director of The Future Laboratory Architecture (TFLA), a non-profit organization that designs and implements sustainable, low-carbon communities across Africa. Kamara’s work focuses on creating communities that are resilient to climate change, poverty and conflict.  From her experience as a designer, Kamara understands that sustainable design is not a one-time project, but a continuous process that must be implemented in every aspect of community life. Her work in Africa has shown her that it is impossible to build a sustainable community without addressing the fundamental causes of poverty and conflict.  Kamara is a pioneer in the use of sustainable design principles in community development. Her work has shown us that we can build a future where communities are self-reliant and able to adapt to changing conditions. Her approach is based on the principles of ecological design – which seeks to create systems that are accessible to humans, resilient to change and efficiently use resources.  As we face the challenges of climate change and global economic instability, it is more important than ever to create sustainable communities that can withstand these challenges. Kamara’s work is a reminder that there is still hope for a better future.']",
514,20 best things to do in Kenya,"['1. Visit the Masai Mara National Reserve 2. Trek to the Kilimanjaro National Park 3. View the cheetahs in the Serengeti 4. Hike through the Naivasha Gorge 5. Visit the Rift Valley Lakes National Park 6. Fly over the Aberdares in a hot air balloon 7. Visit the Nairobi National Park 8. Trek to Mount Kenya 9. Drive on the Aberdares Road 10. Bathe in the thermal springs at Lazuli Beach 11. Kayak down the Liyu River 12. Visit the Samburu National Reserve 13. Hike to the Cloud Forest 14. Trek to the Taita Hills 15. Visit the Masai Village of Dandora 16. Drive to the Lake Turkana region 17. Enjoy a day at the Cradle of Humankind 18. Witness the annual Migration of the Elephants 19. Snorkel in the waters of the Mulungu National Marine Park 20. Take a safari adventure in Kenya  1. Visit the National Museum of Kenya  2. Visit the National Archive in Nairobi  3. Visit the National Botanic Gardens in Nairobi  4. Take a safari trip to the Masai Mara  5. Visit the cliffs of Mount Kenya  6. Trek to the source of the Nile in the Masai Mara  7. Kayak down the shimmering Kilimanjaro River  8. Visit the birthplace of the Kenyan president, Mzee Jomo Kenyatta  9. Visit the spice islands of Zanzibar  10. Visit the sanctuary of Mount Kenya National Park  11. Take a day trip to the island of Masai Mara National Reserve  12. Tour the winelands of the KVV region  13. Visit the National Museum of Fine Arts in Nairobi  14. Visiting the wildlife of the Serengeti Plains  15. Take a trip to the Maasai Mara Game Reserve  16. Enjoy a drive down the Rift Valley to see the impressive scenery  17. Enjoy a game of golf at some of Kenya's top courses  18. Use your vacation time to volunteer in one of Kenya's many NGOs  19. Travel to Uganda and visit the gorillas in the Virunga National Park  20. Experience a bit of Kenyan culture by taking a traditional dance class in Nairobi']",
515,Incredible pictures capture rare 'Elephant Queen' in Kenya,"['Incredible pictures capture rare 'Elephant Queen' in Kenya  Capturing an elusive elephant in its natural habitat is no easy task, but these photographers have managed to do just that.  The 'Elephant Queen' – a 15-year-old female elephant – was photographed in Kenya's Amboseli National Park by photographer Anthony Gordon.  Gordon said the photo shoot was ""an incredible experience"" and that he was ""blown away"" by how agile and graceful the elephant was.  ""This was one of the most graceful animals I have ever photographed,"" Gordon said.  According to the WildlifeDirect website, the 'Elephant Queen' is one of only a few females in her herd of 60 elephants.  ""She is a matriarchal leader and is respected by her herd,"" the website states. ""She is a pleasure to photograph and makes for an interesting subject.""  Incredible pictures of an African elephant queen have been captured in Kenya.  Elephant Queen, an older female African elephant, is one of the most celebrated and photographed wild animals in Kenya.  An incredible series of photographs has captured an endangered elephant named 'Queen' in Kenya. The Queen, who is around 60 years old, is one of only around 100 elephants remaining in the Luangwa Valley National Park.']",
516,Kenya's best food is a kaleidoscope of flavors,"['Kenya's best food is a kaleidoscope of flavors, with a mix of rural, urban, and traditional dishes. Typical Kenyan dishes include stews, curries, and fried foods.  Kenya has a variety of different flavors and food items that can be enjoyed. There are many different types of cuisine found in Kenya, from seafood to vegetarian to traditional Kenyan dishes. Some of Kenya's best foods include:  -Beef: Kenyan beef is famous for its marbling and flavor. It can be cooked in a variety of ways, including steaks, roasts, and stews.  -Chicken: Chicken is another popular meat in Kenya. It can be cooked in a variety of ways, including in salads, in stews, or in skewers.  -Lamb: Lamb is also a popular meat in Kenya. It can be cooked in a variety of ways, including in stews, in curries, or in skewers.  -Fruits and vegetables: Kenya is known for its fruits and vegetables. There are a variety of different fruits and vegetables found in Kenya, including papaya, mango, bananas, oranges, and kiwis.  -Bread and carbs: Kenya is also a country with a great selection of breads and carbs. There are varieties of breads, such as naan bread, croissants, and donuts, as well as different types of carbs, such as pastas, rice, and potatoes.']",
517,Mami Wata: The surf brand changing the perception of surfing in Africa,"['Mami Wata is a surf brand that is changing the perception of surfing in Africa. Started in Zimbabwe in 2016, the brand is home to some of the continent’s best surfers and is committed to driving innovation in the sport.  Mami Wata is a disruptive brand that is changing the way surfing is viewed in Africa. The company was founded by Zimbabwean surfers and is committed to driving innovation in the sport. Surfers such as Tariro Kavuma, Blessing Mujuru, and Patson Dlamini are some of thebrand’s cornerstone athletes.  Mami Wata has a holistic approach to surfing that goes beyond just competing on the waves. The brand is focused on developing the sport in Africa through initiatives such as the Mami Wata Academies, which provide training and education to aspiring surfers. In addition, Mami Wata provides financial support to surfers who are battling malaria and other illnesses.  Through its dedication to sustaining the sport, Mami Wata is helping to change the perception of surfing in Africa and build a generation of surfers who areready to take the sport to new heights.  Founded in 2014, Mami Wata is a surf brand that is changing the perception of surfing in Africa. The brand focuses on giving back to the community by teaching young people how to surf and giving back to local charities. Mami Wata also offers eco-friendly surf gear and apparel that helps reduce energy consumption and protect the environment.']",
